,NCBI Tax ID,category,scientific_name,common_names
1334,5322,Miscellaneous,Pleurotus ostreatus,shimeji; florida oyster mushroom; oyster mushroom
1335,54477,Herbs and Spices,Vitex agnus-castus,chasteberry; chastetree
1336,185559,Miscellaneous,Ilex verticillata,black alder; winterberry; virginia winterberry
1337,5341,Fungus,Agaricus bisporus,button mushroom; cultivated mushroom; common mushroom
1338,210143,Plant Derivative,Corchorus capsularis,jute
1339,169191,Herbs and Spices,Schinus terebinthifolia,brazilian peppertree
1340,62696,Miscellaneous,Metrosideros excelsa,new Zealand Christmas tree
1341,5353,Fungus,Lentinula edodes,shiitake mushroom
1342,169217,Plant,Opuntia microdasys,angel's wings; bunny ears prickly pear; golden bristle; angel's wing; cegador
1343,53173,Miscellaneous,Betonica officinalis,None
1344,161034,Vegetable-Leaf,Moringa stenopetala,None
1345,13579,Vegetable,Juncus effusus,common rush
1346,46348,Miscellaneous,Glycyrrhiza echinata,hedgehog licorice
1347,53176,Herbs and Spices,Teucrium chamaedrys,wall germander
1348,316697,Herbs and Spices,Alchornea cordifolia,None
1349,46367,Vegetable,Bupleurum falcatum,None
1350,13601,Miscellaneous,Berberis bealei,None
1351,398630,Vegetable-Leaf,Cnidoscolus aconitifolius,None
1352,472369,Fruit,Vaccinium angustifolium,lowbush blueberry
1353,46385,Vegetable,Eleutherococcus trifoliatus,None
1354,300354,Fruit,Physalis pubescens,capuli; downy ground cherry; muyaca
1355,103751,Miscellaneous,Eupatorium japonicum,None
1356,316753,Miscellaneous,Chrozophora tinctoria,None
1357,46417,Miscellaneous,Tetrapanax papyrifer,None
1358,185702,Miscellaneous,Apios americana,american potatobean
1359,267624,Miscellaneous,Arisarum vulgare,None
1360,374122,Miscellaneous,Guaiacum officinale,None
1361,13674,Fruit,Schisandra sphenanthera,lemon wood
1362,234866,Miscellaneous,Perideridia oregana,None
1363,1291639,Miscellaneous,Saussurea grandifolia,None
1364,1619328,Miscellaneous,Nitraria schoberi,None
1365,1308043,Miscellaneous,Prinsepia utilis,None
1366,95630,Miscellaneous,Andromeda polifolia,bog rosemary; marsh holy rose
1367,292239,Herbs and Spices,Mentha arvensis,wild mint; field mint
1368,210328,Fruit,Maclura tricuspidata,None
1369,210332,Vegetable,Euscaphis japonica,None
1370,1406369,Miscellaneous,Elaeocarpus dentatus,None
1371,13731,Plant,Tragopogon porrifolius,oyster plant; salsify
1372,210334,Herbs and Spices,Picrasma quassioides,None
1373,210336,Miscellaneous,Ptelea trifoliata,None
1374,210344,Plant,Thladiantha dubia,None
1375,54703,Miscellaneous,Angelica sylvestris,None
1376,210352,Plant,Cecropia peltata,embauba; pop a gun; trumpet tree; snakewood; yagrumo hembra
1377,210355,Herbs and Spices,Epilobium hirsutum,None
1378,415155,Miscellaneous,Aster indicus,None
1379,13750,Fruit,Vaccinium macrocarpon,large cranberry; american cranberry
1380,54711,Vegetable-Leaf,Cnidium officinale,None
1381,415160,Vegetable,Emilia sonchifolia,None
1382,54719,Herbs and Spices,Ligusticum porteri,osha
1383,210369,Miscellaneous,Tribulus terrestris,None
1384,669130,Herbs and Spices,Artemisia maritima,None
1385,210378,Herbs and Spices,Hypericum ascyron,None
1386,54732,Miscellaneous,Magnolia kobus,None
1387,669134,Vegetable,Artemisia montana,None
1388,79319,Fruit,Irvingia gabonensis,None
1389,357848,Miscellaneous,Angelica genuflexa,None
1390,357850,Herbs and Spices,Angelica keiskei,None
1391,120290,Fruit,Psidium guajava,guava
1392,357859,Miscellaneous,Angelica ursina,None
1393,79351,Miscellaneous,Eriodictyon trichocalyx,None
1394,13816,Miscellaneous,Marsilea quadrifolia,european water clover
1395,13818,Miscellaneous,Adiantum capillus-veneris,maidenhair fern
1396,5627,Miscellaneous,Grifola frondosa,maitake
1397,54778,Miscellaneous,Ceanothus americanus,None
1398,54785,Miscellaneous,Ceanothus velutinus,None
1399,1303699,Miscellaneous,Urtica laetevirens,None
1400,54796,Plant,Argemone mexicana,None
1401,46611,Miscellaneous,Abies grandis,lowland fir; lowland white fir; grand fir; yellow fir; silver fir; white fir
1402,292385,Nuts & Seeds,Vitellaria paradoxa,shea buttertree; karite nu
1403,434234,Fruit,Pistacia atlantica,None
1404,1435592,Plant Derivative,Urtica pilulifera,None
1405,292393,Miscellaneous,Gentiana scabra,None
1406,54829,Miscellaneous,Ferula communis,giant fennel
1407,54835,Vegetable-Root,Leucojum aestivum,loddon lily; summer snowflake
1408,434238,Plant Derivative,Pistacia terebinthus,turpentine tree; terebinth
1409,382522,Miscellaneous,Helianthus strumosus,None
1410,103999,Vegetable-Root,Codonopsis lanceolata,None
1411,120385,Miscellaneous,Kerria japonica,japanese rose; japanese kerria; di tang hua
1412,71234,Miscellaneous,Orychophragmus violaceus,None
1413,13894,Fruit,Cocos nucifera,coconut palm
1414,226895,Miscellaneous,Morus cathayana,None
1415,63058,Miscellaneous,Ulmus parvifolia,chinese elm; leatherleaf elm; lacebark
1416,71251,Miscellaneous,Chelidonium majus,None
1417,1619541,Miscellaneous,Rubus moluccanus,None
1418,54874,Miscellaneous,Gleditsia triacanthos,honeyshuck; sweet locust; honey locust
1419,128608,Herbs and Spices,Cinnamomum verum,cinnamon; ceylon cinnamon
1420,49989,Miscellaneous,Satureja thymbra,None
1421,128640,Miscellaneous,Lindera umbellata,kuro moji
1422,587398,Herbs and Spices,Ardisia crispa,None
1423,169606,Miscellaneous,Tagetes lucida,None
1424,169607,Herbs and Spices,Tagetes minuta,None
1425,54921,Miscellaneous,Pinus resinosa,norway pine; red pine; canadian red pine
1426,128655,Miscellaneous,Neolitsea sericea,shiro damo
1427,2029211,Miscellaneous,Achillea sibirica,None
1428,341683,Miscellaneous,Spondias purpurea,ovo; jocote; red mombin; purple mombin
1429,644807,Miscellaneous,Pancratium maritimum,None
1430,194251,Fruit,Artocarpus altilis,breadfruit
1431,480971,Fruit,Caryocar brasiliense,None
1432,194253,Miscellaneous,Brosimum alicastrum,None
1433,284363,Herbs and Spices,Rheum australe,zang bian da huang; himalayan rhubarb
1434,14027,Miscellaneous,Trachycarpus fortunei,windmill palm
1435,71402,Miscellaneous,Larix decidua,None
1436,46836,Miscellaneous,Pinus palustris,longleaf pine
1437,153343,Miscellaneous,Lepidium latifolium,None
1438,153348,Herbs and Spices,Lepidium meyenii,None
1439,317192,Herbs and Spices,Rumex vesicarius,bladder dock; ambari; rosy dock
1440,1357583,Nuts & Seeds,Buchanania lanzan,None
1441,194324,Miscellaneous,Maclura cochinchinensis,None
1442,55061,Miscellaneous,Pinus jeffreyi,jeffrey pine
1443,55062,Plant Derivative,Pinus ponderosa,pacific ponderosa pine
1444,38705,Vegetable,Phyllostachys edulis,kikko chiku; mhousou; moso bamboo; mosochiku
1445,46901,Herbs and Spices,Persicaria hydropiper,water pepper
1446,587577,Miscellaneous,Entandrophragma angolense,None
1447,587579,Plant Derivative,Khaya senegalensis,None
1448,300885,Miscellaneous,Centranthus macrosiphon,None
1449,300888,Miscellaneous,Patrinia scabiosifolia,None
1450,661339,Fruit,Aronia melanocarpa,black chokeberry
1451,46945,Miscellaneous,Sassafras albidum,white sassafras; white sassafra
1452,489316,Plant,Entada phaseoloides,None
1453,1193840,Miscellaneous,Amaranthus dubius,None
1454,46963,Nuts & Seeds,Caulophyllum thalictroides,papooseroot; blue cohosh
1455,153459,Vegetable-Cabbage,Lepidium apetalum,None
1456,63349,Miscellaneous,Dysosma pleiantha,None
1457,202615,Miscellaneous,Reseda lutea,khuzam; cut leaf mignonette; hasadi
1458,128893,Miscellaneous,Gaylussacia baccata,black huckleberry
1459,38787,Herbs and Spices,Betula pubescens,mountain birch; downy birch
1460,63360,Miscellaneous,Liquidambar orientalis,oriental sweet gum
1461,202634,Miscellaneous,Crateva religiosa,sacred garlic pear; bidasi
1462,55184,Vegetable-Root,Acorus gramineus,shi chang pu
1463,587664,Herbs and Spices,Leonurus cardiaca,None
1464,79772,Flower,Verbena officinalis,kumatsuzura; pigeon's gras; common verbena; pigeon's grass; pigeon's gra; ma bian cao
1465,210858,Miscellaneous,Potentilla chinensis,None
1466,137129,Miscellaneous,Swertia japonica,None
1467,284589,Miscellaneous,Paederia scandens,None
1468,61450,Herbs and Spices,Rumex acetosella,sheep sorrel; red sorrel; common sorrel
1469,25629,Miscellaneous,Taxus baccata,english yew
1470,178105,Miscellaneous,Backhousia myrtifolia,None
1471,71610,Flower,Hedychium coronarium,None
1472,47037,Plant Derivative,Alhagi maurorum,camel thorn
1473,71611,Fruit,Malpighia glabra,acerola; barbados cherry; huesito
1474,38851,Herbs and Spices,Gentiana lutea,yellow gentian
1475,45171,Flower,Paeonia suffruticosa,moutan peony; tree peony
1476,71622,Miscellaneous,Pinus albicaulis,whitebark pine
1477,71623,Miscellaneous,Pinus aristata,bristlecone pine
1478,71625,Miscellaneous,Pinus ayacahuite,acalocote; ayacahuite pine
1479,38859,Herbs and Spices,Mentha longifolia,horsemint
1480,38860,Herbs and Spices,Mentha suaveolens,applemint; pineapple mint
1481,38861,Vegetable-Root,Nuphar pumila,None
1482,112591,Miscellaneous,Aconitum napellus,None
1483,71627,Miscellaneous,Pinus cembroides,mexican pinyon; pino pinyonero
1484,112593,Herbs and Spices,Aconitum septentrionale,None
1485,71631,Miscellaneous,Pinus echinata,shortleaf pine; southern pine
1486,38868,Miscellaneous,Salvia officinalis,garden sage
1487,71632,Miscellaneous,Pinus gerardiana,None
1488,161750,Miscellaneous,Cercis chinensis,None
1489,38872,Miscellaneous,Fraxinus americana,white ash
1490,47065,Miscellaneous,Astragalus sinicus,None
1491,38873,Plant Derivative,Fraxinus excelsior,european ash
1492,38874,Miscellaneous,Fraxinus ornus,flowering ash; manna ash
1493,161756,Miscellaneous,Isatis tinctoria,woad
1494,71638,Miscellaneous,Pinus leiophylla,smooth leaf pine
1495,71642,Miscellaneous,Pinus montezumae,None
1496,71644,Miscellaneous,Pinus parviflora,japanese white pine; goyo matsu; hime ko matsu
1497,63459,Cereal,Chenopodium quinoa,quinoa
1498,71647,Plant Derivative,Pinus pinaster,maritime pine; cluster pine
1499,71649,Miscellaneous,Pinus pumila,hai matsu; dwarf Siberian pine
1500,71650,Miscellaneous,Pinus roxburghii,longleaf Indian pine; chir pine
1501,47080,Miscellaneous,Glycyrrhiza lepidota,american licorice; wild licorice
1502,47084,Miscellaneous,Medicago polymorpha,None
1503,47085,Miscellaneous,Medicago lupulina,None
1504,47083,Herbs and Spices,Melilotus officinalis,None
1505,38903,Miscellaneous,Corydalis pallida,None
1506,47101,Miscellaneous,Galega officinalis,goat's rue
1507,284673,Miscellaneous,Betula alnoides,xi hua; indian birch
1508,38914,Miscellaneous,Corydalis solida,bird in a bush; bird in bushes; fumewort
1509,137220,Herbs and Spices,Rheum officinale,yao yong da huang
1510,137221,Herbs and Spices,Rheum palmatum,None
1511,1226761,Miscellaneous,Berchemia racemosa,None
1512,137229,Vegetable,Rumex patientia,None
1513,669713,Miscellaneous,Juniperus horizontalis,None
1514,45187,Vegetable,Zelkova serrata,None
1515,38942,Nuts & Seeds,Quercus robur,truffle oak; english oak; pedunculate oak
1516,38945,Fungus,Flammulina velutipes,None
1517,260130,Miscellaneous,Acca sellowiana,guayaba chilena; pineapple guava
1518,260142,Fruit,Syzygium cumini,java plum; jaman; jambolan
1519,260145,Miscellaneous,Ugni molinae,None
1520,88123,Miscellaneous,Prunus salicina,japanese plum; su momo
1521,55363,Fruit,Diospyros lotus,mamegaki; jun qian zi; date plum; guiaca
1522,1071182,Miscellaneous,Pterocarpus dalbergioides,None
1523,55378,Vegetable,Impatiens capensis,None
1524,309331,Miscellaneous,Ficus palmata,None
1525,243805,Miscellaneous,Hemisteptia lyrata,None
1526,1071200,Vegetable,Pterocarpus soyauxii,None
1527,497761,Miscellaneous,Origanum dictamnus,hop marjoram; cretan dittany
1528,309349,Miscellaneous,Pyrus ussuriensis,harbin pear; qiu zi li; iwateyamanashi
1529,243817,Miscellaneous,Saussurea pulchella,None
1530,260201,Miscellaneous,Pandanus amaryllifolius,pandan rampeh; pandan wangi
1531,669814,Miscellaneous,Salix pulchra,None
1532,153727,Miscellaneous,Diphylleia grayi,None
1533,188493,Miscellaneous,Etlingera elatior,torch ginger; kantan
1534,22663,Fruit,Punica granatum,zakuro; granado; pomegranate; shi liu
1535,22666,Nuts & Seeds,Trapa natans,water chestnut
1536,161934,Vegetable-Root,Beta vulgaris,table beet; sea beet; garden beet; swiss chard; beet; spinach chard; field beet; sugar beet
1537,47247,Miscellaneous,Lotus corniculatus,None
1538,71825,Miscellaneous,Alstroemeria ligtu,None
1539,186521,Miscellaneous,Sorbus commixta,None
1540,153762,Fruit,Neolamarckia cadamba,None
1541,227494,Miscellaneous,Arisaema amurense,None
1542,22694,Miscellaneous,Papaver orientale,oriental poppy
1543,1620142,Miscellaneous,Lycopus virginicus,None
1544,768177,Vegetable,Dracocephalum heterophyllum,None
1545,546995,Miscellaneous,Urtica cannabina,None
1546,55477,Miscellaneous,Limnocharis flava,sawah lettuce
1547,112823,Miscellaneous,Pangium edule,None
1548,129217,Miscellaneous,Prunus mahaleb,rock cherry; mahaleb cherry
1549,751871,Miscellaneous,Thymus caespititius,None
1550,96455,Vegetable,Persicaria tinctoria,None
1551,268493,Miscellaneous,Astilbe chinensis,None
1552,55513,Miscellaneous,Pistacia vera,pistachio
1553,112863,Fruit,Lycium barbarum,ning xia gou qi; duke of argyll's teatree; matrimony vine; goji berry; wolfberry
1554,112879,Fruit,Lycium ruthenicum,None
1555,137456,Herbs and Spices,Poterium sanguisorba,None
1556,538583,Miscellaneous,Potentilla recta,None
1557,112883,"Plant, Fruit",Lycium chinense,kuko; gou qi; chinese boxthorn; chinese wolfberry
1558,137457,Herbs and Spices,Sanguisorba officinalis,None
1559,1620214,Miscellaneous,Zanthoxylum clava-herculis,None
1560,243967,Miscellaneous,Bryonia alba,None
1561,203015,Flower,Rhodiola rosea,rose root
1562,145675,Fruit,Borassus flabellifer,None
1563,55571,Vegetable-Tuber,Dioscorea alata,water yam; name de agua; white yam; yam; guyana arrowroot; winged yam; greater yam; ten months yam
1564,55575,Vegetable-Root,Dioscorea polystachya,chinese potato; naga imo; chinese yam; shan yao
1565,55581,Miscellaneous,Dioscorea trifida,sacha papa; tabena; cush cush yam; yampi; yampee; mapuey; cush cush
1566,571681,Miscellaneous,Leptospermum lanigerum,None
1567,63779,Plant Derivative,Impatiens balsamina,garden balsam; rose balsam
1568,145700,Miscellaneous,Attalea speciosa,motacuchi; motacu
1569,571684,Miscellaneous,Leptospermum petersonii,None
1570,276777,Miscellaneous,Elaeagnus glabra,None
1571,71982,Miscellaneous,Sanicula europaea,None
1572,276781,Miscellaneous,Trachelospermum asiaticum,None
1573,276782,Miscellaneous,Vaccinium bracteatum,None
1574,694578,Plant,Vitis coignetiae,None
1575,145714,Miscellaneous,Washingtonia filifera,None
1576,55605,Herbs and Spices,Angelica acutiloba,tang kuei; dong dang gui
1577,55611,Miscellaneous,Artemisia tridentata,sagebrush; big sagebrush
1578,244027,Vegetable,Epimedium grandiflorum,yin yang huo; barrenwort
1579,1874238,Miscellaneous,Mosla dianthera,None
1580,940353,Miscellaneous,Calamus rotang,None
1581,63809,Miscellaneous,Laurelia sempervirens,None
1582,63812,Herbs and Spices,Peumus boldus,None
1583,145745,Herbs and Spices,Althaea officinalis,marshmallow; white mallow
1584,55635,Herbs and Spices,Inula helenium,velvet dock; elecampane; tu mu xiang
1585,145753,Plant Derivative,Malva parviflora,None
1586,145754,Herbs and Spices,Malva sylvestris,None
1587,153950,Miscellaneous,Vicia amoena,None
1588,186723,Miscellaneous,Berberis darwinii,None
1589,186724,Miscellaneous,Berberis empetrifolia,None
1590,39270,Herbs and Spices,Agastache mexicana,None
1591,39271,Herbs and Spices,Agastache rugosa,None
1592,39279,Vegetable,Bongardia chrysogonum,None
1593,153960,Miscellaneous,Vicia pisiformis,None
1594,178545,Miscellaneous,Tulbaghia alliacea,None
1595,153962,Miscellaneous,Vicia unijuga,None
1596,55670,Herbs and Spices,Stevia rebaudiana,None
1597,1898872,Miscellaneous,Micromeria biflora,None
1598,1898873,Miscellaneous,Mosla scabra,None
1599,39296,Herbs and Spices,Dracocephalum moldavica,None
1600,227725,Miscellaneous,Solanum quitoense,naranjilla; lulo
1601,172265,Miscellaneous,Ulmus glabra,None
1602,39324,Herbs and Spices,Hyssopus officinalis,hyssop
1603,39329,Flower,Lavandula angustifolia,lavender
1604,39331,Miscellaneous,Lavandula latifolia,None
1605,39338,Herbs and Spices,Melissa officinalis,common balm; sweet balm
1606,39344,Herbs and Spices,Monarda fistulosa,None
1607,39347,Herbs and Spices,Nepeta cataria,catmint; catnip
1608,39350,Herbs and Spices,Ocimum basilicum,sweet basil; basil
1609,39352,Herbs and Spices,Origanum vulgare,oregano
1610,39353,Miscellaneous,Paulownia tomentosa,None
1611,39358,Miscellaneous,Prunella vulgaris,self heal
1612,22978,Fruit,Chrysobalanus icaco,None
1613,1522114,Miscellaneous,Tilia amurensis,None
1614,80326,Plant Derivative,Bursera simaruba,palo mulato; gumbo limbo; west Indian birch
1615,39367,Herbs and Spices,Salvia rosmarinus,rosemary
1616,375237,Miscellaneous,Lophomyrtus bullata,None
1617,80338,Fruit,Spondias mombin,ubos; yellow mombin; jamaica plum; ubo; jobo; imbu; hog plum
1618,555479,Herbs and Spices,Nigella sativa,black cumin; black caraway
1619,39387,Herbs and Spices,Vaccaria hispanica,bladder soapwort; cow herb
1620,137693,Vegetable-Leaf,Polygonum aviculare,None
1621,375264,Fruit,Plinia cauliflora,None
1622,375272,Herbs and Spices,Pimenta dioica,allspice; malaqueta; jamaica pepper
1623,424424,Herbs and Spices,Salvia plebeia,None
1624,375274,Fruit,Psidium cattleyanum,waiwai; yellow strawberry guava
1625,39407,Fungus,Morchella esculenta,morel
1626,80369,"Vegetable, Plant",Imperata cylindrica,None
1627,260595,Miscellaneous,Cedronella canariensis,None
1628,23028,Miscellaneous,Sedum acre,None
1629,23029,Miscellaneous,Sedum album,None
1630,39414,Herbs and Spices,Plantago lanceolata,ribgra; ribgras; ribgrass; narrow leaved plantain
1631,260603,Miscellaneous,Lycopus europaeus,None
1632,203270,Fruit,Berberis aquifolium,hollyleaf barberry
1633,96775,Miscellaneous,Quercus libani,None
1634,571920,Miscellaneous,Lespedeza capitata,None
1635,145942,Miscellaneous,Ophrys fusca,None
1636,145947,Miscellaneous,Ophrys lutea,None
1637,64029,Miscellaneous,Actaea dahurica,None
1638,64032,Miscellaneous,Actaea cimicifuga,None
1639,252450,Miscellaneous,Amorpha canescens,None
1640,416296,Miscellaneous,Crataegus sanguinea,None
1641,637481,Miscellaneous,Artemisia keiskeana,None
1642,637484,Miscellaneous,Artemisia rubripes,None
1643,39468,Miscellaneous,Quercus cerris,turkey oak
1644,637489,Miscellaneous,Artemisia sylvatica,None
1645,39473,Fruit,Cucumis anguria,pepino; gooseberry gourd; west Indian gherkin; maxix; maxixe; gherkin
1646,39470,Plant Derivative,Quercus infectoria,None
1647,39471,Miscellaneous,Quercus pubescens,None
1648,113208,Fruit,Physalis angulata,None
1649,268869,Miscellaneous,Pinus sabiniana,gray pine; california foothill pine
1650,23110,Miscellaneous,Hydrangea macrophylla,None
1651,186951,Miscellaneous,Farfugium japonicum,None
1652,268884,Herbs and Spices,Origanum majorana,sweet marjoram
1653,186965,Flower,Petasites japonicus,None
1654,39510,Herbs and Spices,Agave americana,century plant
1655,268885,Miscellaneous,Salvia yangii,None
1656,50189,Plant Derivative,Torreya nucifera,japanese nutmeg
1657,39529,Herbs and Spices,Liriope muscari,big blue lilyturf
1658,318058,Miscellaneous,Ixeris chinensis,None
1659,268906,Herbs and Spices,Salvia fruticosa,None
1660,318062,Herbs and Spices,Euphorbia hirta,asthma plant; garden spurge
1661,318063,Miscellaneous,Pseudognaphalium affine,None
1662,268912,Miscellaneous,Salvia verbenaca,None
1663,318067,Herbs and Spices,Artemisia indica,None
1664,50193,Vegetable-Leaf,Sonchus asper,prickly sow thistle
1665,342649,Miscellaneous,Nigella arvensis,wild fennel
1666,301693,Fruit,Annona squamosa,sugar apple; custard apple; sweetsop
1667,244352,Herbs and Spices,Mondia whitei,None
1668,39551,Miscellaneous,Yucca elata,soap tree; soaptree yucca
1669,72332,Herbs and Spices,Artemisia absinthium,None
1670,547469,Fruit,Garcinia indica,kokam; goa butter
1671,334483,Fruit,Syzygium jambos,jambo; rose apple; jambos; malabar plum
1672,72341,Herbs and Spices,Artemisia dracunculus,french tarragon; tarragon
1673,15000,Miscellaneous,Alisma plantago-aquatica,None
1674,88728,Plant Derivative,Pinus koraiensis,channamu; korean pine
1675,88730,Herbs and Spices,Pinus massoniana,chinese red pine
1676,88731,Miscellaneous,Pinus tabuliformis,southern Chinese pine
1677,88733,Nuts & Seeds,Pinus armandii,armand pine
1678,72351,Vegetable-Leaf,Artemisia scoparia,None
1679,15008,Miscellaneous,Sagittaria latifolia,wapato; duck potato
1680,39583,Miscellaneous,Ephedra trifurca,mexican tea
1681,39584,Plant,Juniperus virginiana,red cedar
1682,72355,Miscellaneous,Artemisia umbelliformis,None
1683,23207,Fruit,Prunus serotina,black cherry
1684,23211,Fruit,Pyrus communis,pear
1685,96939,Miscellaneous,Vitis riparia,riverbank grape; frost grape
1686,72368,Plant Derivative,Vachellia farnesiana,prickly Moses; dead finish; sheep's briar; prickly Mose
1687,1260214,Herbs and Spices,Leucas cephalotes,None
1688,383670,"Vegetable-Leaf, Nuts & Seeds",Telfairia occidentalis,None
1689,219868,Herbs and Spices,Syzygium aromaticum,clove
1690,105181,Herbs and Spices,Elettaria cardamomum,cardamom; cardamon
1691,170733,Miscellaneous,Taraxacum formosanum,None
1692,334597,Plant,Yucca schidigera,mohave yucca
1693,88845,Miscellaneous,Allium victorialis,None
1694,1006352,Miscellaneous,Rumex dentatus,None
1695,88856,Miscellaneous,Atherosperma moschatum,tasmanian sassafras; tasmanian sassafra
1696,138017,Nuts & Seeds,Senegalia catechu,None
1697,301862,Fruit,Annona reticulata,anona corazon; maman; bullock's heart
1698,138028,Miscellaneous,Acacia melanoxylon,None
1699,1170222,Miscellaneous,Abelmoschus moschatus,gandapura; kasturi; musk okra
1700,301877,Miscellaneous,Tanacetum balsamita,None
1701,138043,Plant Derivative,Senegalia senegal,gum arabic
1702,105303,Miscellaneous,Allium hookeri,None
1703,105311,Miscellaneous,Allium wallichii,None
1704,465759,Miscellaneous,Quercus douglasii,None
1705,154467,Miscellaneous,Bactris gasipaes,pupunha; gachipaes; chonta; pijuayo; gachipae; peach palm
1706,211815,Miscellaneous,Rubus plicatus,european blackberry
1707,162666,Miscellaneous,Baphia nitida,None
1708,203638,Miscellaneous,Iris japonica,None
1709,121720,Miscellaneous,Berberis thunbergii,japanese barberry
1710,293753,Vegetable,Limonium tetragonum,None
1711,203643,Vegetable-Stem,Sparganium stoloniferum,None
1712,588669,Plant,Aster tataricus,None
1713,154494,Miscellaneous,Lathyrus latifolius,everlasting pea; perennial pea
1714,154495,Miscellaneous,Vicia amurensis,None
1715,154498,Miscellaneous,Vicia ervilia,None
1716,56196,Vegetable,Amaranthus viridis,pigweed; bledo; slender amaranth; green amaranth
1717,80774,Miscellaneous,Chrysosplenium alternifolium,None
1718,97174,Miscellaneous,Abies amabilis,pacific silver fir
1719,285590,Herbs and Spices,Tinospora cordifolia,None
1720,48026,Nuts & Seeds,Ammi majus,cicuta negra; lady's lace; ameo mayor; bishop's weed
1721,48027,Herbs and Spices,Anthriscus sylvestris,None
1722,48032,Herbs and Spices,Carum carvi,caraway
1723,48038,Herbs and Spices,Foeniculum vulgare,bitter fennel; sweet fennel; fennel; roman fennel
1724,39848,Miscellaneous,Agrostemma githago,corn cockle; purple cockle
1725,48042,Miscellaneous,Levisticum officinale,lovage
1726,179117,Miscellaneous,Cornus sericea,red osier dogwood
1727,170927,Flower,Primula veris,cowslip
1728,72650,Miscellaneous,Veratrum viride,green false hellebore
1729,72655,Miscellaneous,Xanthorrhoea australis,None
1730,97234,Miscellaneous,Dryopteris crassirhizoma,None
1731,38865,Miscellaneous,Quercus petraea,sessile oak; durmast oak
1732,89039,Miscellaneous,Youngia japonica,None
1733,64475,Miscellaneous,Dioscorea tokoro,shan bei xie; shan bei xy
1734,64478,Fruit,Actinidia arguta,None
1735,64480,Fruit,Actinidia polygama,None
1736,113636,Herbs and Spices,Populus tremula,european aspen
1737,48101,Vegetable,Angelica dahurica,None
1738,164242,Miscellaneous,Pinus rigida,None
1739,48104,Miscellaneous,Bupleurum longiradiatum,None
1740,38869,Essential Oil,Salvia sclarea,clary
1741,48106,Herbs and Spices,Centella asiatica,asiatic pennywort; sheep rot; gotu kola; ji xue cao; thankuni
1742,637930,Herbs and Spices,Aframomum melegueta,None
1743,48109,Miscellaneous,Cicuta virosa,None
1744,170989,Miscellaneous,Citrus hystrix,thai lime; mauritius papeda; makrut lime
1745,318448,Miscellaneous,Symphoricarpos occidentalis,None
1746,48117,Miscellaneous,Cryptotaenia japonica,None
1747,48119,Herbs and Spices,Glehnia littoralis,None
1748,164245,Miscellaneous,Pinus muricata,None
1749,162812,Miscellaneous,Intsia bijuga,fehi; gayac
1750,48131,Plant Derivative,Amorpha fruticosa,false indigo; bastard indigo
1751,211974,Miscellaneous,Berberis koreana,None
1752,1317910,Herbs and Spices,Xylopia aethiopica,None
1753,121883,Miscellaneous,Balsamorhiza hookeri,None
1754,97307,Miscellaneous,Prunus padus,bird cherry
1755,228393,Vegetable-Leaf,Kalopanax septemlobus,None
1756,228395,Vegetable-Root,Lycoris radiata,higanbana; red spider lily
1757,39993,Fruit,Terminalia catappa,tropical almond; badam; myrobalan; indian almond; kamani
1758,89151,Fruit,Musa x paradisiaca,plantain; banana; cooking banana; french plantain
1759,146503,Miscellaneous,Ilex cassine,dahoon
1760,146505,Fruit,Ilex cornuta,chinese holly
1761,1072218,Plant,Dysphania graveolens,None
1762,253017,Miscellaneous,Impatiens glandulifera,None
1763,457826,Vegetable-Tuber,Pueraria tuberosa,indian kudzu
1764,351340,Miscellaneous,Centaurea jacea,None
1765,89197,Miscellaneous,Arctostaphylos glauca,None
1766,351344,Miscellaneous,Populus angustifolia,willow cottonwood
1767,703614,Herbs and Spices,Smilax glabra,None
1768,130206,Miscellaneous,Picea glehnii,None
1769,97441,Flower,Viola odorata,None
1770,859317,Miscellaneous,Justicia procumbens,None
1771,236732,Miscellaneous,Celtis tournefortii,None
1772,105667,Vegetable,Prunus tomentosa,downy cherry; yusura ume; mao ying tao
1773,4722,"Fruit, Nuts & Seeds",Serenoa repens,saw palmetto
1774,72914,Miscellaneous,Chrysothamnus viscidiflorus,yellow rabbitbrush
1775,72917,Herbs and Spices,Erigeron canadensis,horseweed
1776,171222,Fruit,Sapindus saponaria,None
1777,23810,Miscellaneous,Ailanthus altissima,stinking sumac; china sumac; tree of heaven
1778,48386,Herbs and Spices,Perilla frutescens,shiso zoku; beefsteak mint
1779,48401,Miscellaneous,Caulophyllum robustum,None
1780,138515,Miscellaneous,Acacia cultriformis,None
1781,105748,Plant Derivative,Grevillea robusta,None
1782,105750,Miscellaneous,Kadsura japonica,None
1783,466205,Miscellaneous,Juniperus scopulorum,None
1784,212256,Plant,Oxalis corniculata,None
1785,466223,Miscellaneous,Kummerowia striata,None
1786,261423,Vegetable,Polygonatum sibiricum,huang jing
1787,261426,Vegetable,Polygonatum verticillatum,None
1788,326968,Fruit,Ziziphus jujuba,chinese jujube; common jujube
1789,335163,Miscellaneous,Cistus albidus,None
1790,220483,Miscellaneous,Cakile maritima,european searocket; european sea rocket
1791,335173,Plant Derivative,Cistus ladanifer,None
1792,89411,Nuts & Seeds,Descurainia sophia,None
1793,261448,Fruit,Coptis teeta,None
1794,212301,Miscellaneous,Euphorbia humifusa,None
