,id,category,name,disease_synonyms
6414,MESH:D003741,Mouth disease,Dental Deposits,"Dental Deposit|Deposit, Dental|Deposits, Dental|Materia Alba"
6415,MESH:C537932,Genetic disease (inborn)|Musculoskeletal disease|Nervous system disease,"Filaminopathy, autosomal dominant","Filamin C-related myofibrillar myopathy|FILAMINOPATHY, AUTOSOMAL DOMINANT|MFM5|Mfm, Filamin C-Related|Myofibrillar myopathy, filamin C-related|MYOPATHY, MYOFIBRILLAR, 5|Myopathy, Myofibrillar, Filamin C-Related"
6416,MESH:D006850,Nervous system disease,"Hydrocephalus, Normal Pressure","Hakim's Syndrome|Hakims Syndrome|Hakim's Syndromes|Hakim Syndrome|Hakim Syndromes|Hydrocephalus, Normal-Pressure|Normal Pressure Hydrocephalus|NPH (Normal Pressure Hydrocephalus)|NPHs (Normal Pressure Hydrocephalus)|Syndrome, Hakim|Syndrome, Hakim's|Syndromes, Hakim|Syndromes, Hakim's"
6417,MESH:D013716,Musculoskeletal disease|Wounds and injuries,Tennis Elbow,"Elbows, Tennis|Elbow, Tennis|Epicondylitides, Lateral|Epicondylitides, Lateral Humeral|Epicondylitis, Lateral|Epicondylitis, Lateral Humeral|Humeral Epicondylitides, Lateral|Humeral Epicondylitis, Lateral|Lateral Epicondylitides|Lateral Epicondylitis|Lateral Humeral Epicondylitides|Lateral Humeral Epicondylitis|Tennis Elbows"
6418,MESH:C564359,Genetic disease (inborn)|Skin disease,Skin Fragility-Woolly Hair Syndrome,SFWHS
6419,MESH:D005221,Signs and symptoms,Fatigue,Lassitude
6420,OMIM:300896,Genetic disease (inborn)|Metabolic disease,"CONGENITAL DISORDER OF GLYCOSYLATION, TYPE IIm","CDG2M|CDGIIm|CDG IIm|EIEE22|EPILEPTIC ENCEPHALOPATHY, EARLY INFANTILE, 22"
6421,MESH:C567010,Ear-nose-throat disease|Nervous system disease|Pathology (process)|Signs and symptoms|Urogenital disease (male),"Deafness, Sensorineural, And Male Infertility","Chromosome 15q15.3 Deletion Syndrome|Deafness-Infertility Syndrome|DEAFNESS, SENSORINEURAL, AND MALE INFERTILITY|DIS|Sensorineural Deafness and Male Infertility"
6422,MESH:D016638,Pathology (process),Critical Illness,"Critical Illnesses|Critically Ill|Illness, Critical|Illnesses, Critical"
6423,MESH:C536409,Congenital abnormality|Nervous system disease,"Neural tube defect, folate-sensitive","Neural Tube Defects, Folate-Sensitive|NTD, FOLATE-SENSITIVE  SPINA BIFIDA, FOLATE-SENSITIVE, INCLUDED|NTDFS"
6424,MESH:C565606,Congenital abnormality|Ear-nose-throat disease|Genetic disease (inborn)|Nervous system disease|Signs and symptoms|Skin disease,Ectodermal Dysplasia and Neurosensory Deafness,None
6425,MESH:C567737,Blood disease,Thrombophilia Due To Elevated Histidine-Rich Glycoprotein,"THPH11|THROMBOPHILIA DUE TO ELEVATED HISTIDINE-RICH GLYCOPROTEIN, INCLUDED|Thrombophilia Due To Histidine-Rich Glycoprotein Deficiency"
6426,OMIM:170400,Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease|Nervous system disease,"HYPOKALEMIC PERIODIC PARALYSIS, TYPE 1",HOKPP|HOKPP1|HYPOKALEMIC PERIODIC PARALYSIS
6427,MESH:D016534,Cardiovascular disease|Signs and symptoms,"Cardiac Output, High","Cardiac Outputs, High|High Cardiac Output|High Cardiac Outputs"
6428,MESH:D002577,Urogenital disease (female),Uterine Cervical Diseases,"Cervical Diseases, Uterine|Cervical Disease, Uterine|Cervix Disease|Cervix Diseases|Disease, Cervix|Diseases, Cervix|Diseases, Uterine Cervical|Disease, Uterine Cervical|Uterine Cervical Disease"
6429,MESH:D000072660,Urogenital disease (male),Teratozoospermia,"Abnormal Spermatozoa|Abnormal Spermatozoas|Globozoospermia|Globozoospermias|Spermatozoa, Abnormal|Spermatozoas, Abnormal|Teratospermia|Teratospermias|Teratozoospermias"
6430,MESH:C562683,Genetic disease (inborn)|Metabolic disease|Urogenital disease (female)|Urogenital disease (male),"Cystinosis, Late-Onset Juvenile or Adolescent Nephropathic Type","Cystinosis, Intermediate"
6431,MESH:D012983,Cancer,Soft Tissue Neoplasms,"Neoplasm, Soft Tissue|Neoplasms, Soft Tissue|Soft Tissue Neoplasm"
6432,OMIM:614845,Urogenital disease (female)|Urogenital disease (male),NEPHRONOPHTHISIS 15,NPHP15
6433,MESH:D008467,Bacterial infection or mycosis|Congenital abnormality|Digestive system disease|Pathology (anatomical condition),Meckel Diverticulum,"Diverticulum, Meckel|Meckel's Diverticulum"
6434,MESH:D005517,None,Foodborne Diseases,"Disease, Foodborne|Disease, Food-borne|Food-borne Disease|Foodborne Disease|Food borne Diseases|Food-borne Diseases|Food borne Illnesses|Food-borne Illnesses|Foodborne Illnesses|Food Poisoning|Food Poisonings|Illnesses, Foodborne|Poisoning, Food"
6435,MESH:D018207,Cancer,Angiomyolipoma,Angiomyolipomas
6436,MESH:C531651,Genetic disease (inborn)|Metabolic disease|Musculoskeletal disease,"Rhizomelic chondrodysplasia punctata, type 1","CDPR|CHONDRODYSPLASIA PUNCTATA, RHIZOMELIC FORM|Chondrodystrophia calcificans punctata|PBD9|PEROXISOME BIOGENESIS DISORDER 9|RCDP1"
6437,MESH:C567319,Nervous system disease,"Dystonia 17, Torsion, Autosomal Recessive",DYT17
6438,MESH:D011087,Blood disease|Cancer,Polycythemia Vera,"Disease, Osler-Vaquez|Erythremia|Erythremias|Osler Vaquez Disease|Osler-Vaquez Disease|Polycythemia, Primary|Polycythemia Ruba Vera|Polycythemia Ruba Veras|Polycythemia Rubra Vera|Polycythemia Rubra Veras|Polycythemias, Primary|Primary Polycythemia|Primary Polycythemias|PRV|PV|Ruba Vera, Polycythemia|Ruba Veras, Polycythemia|Vera, Polycythemia Ruba|Vera, Polycythemia Rubra|Veras, Polycythemia Ruba|Veras, Polycythemia Rubra"
6439,MESH:D011469,Urogenital disease (male),Prostatic Diseases,"Disease, Prostatic|Diseases, Prostatic|Prostatic Disease"
6440,MESH:D004382,Digestive system disease,Duodenitis,"Duodenitis, Erosive|Erosive Duodenitis"
6441,MESH:C535530,Viral disease,"Interferon gamma, receptor 1, deficiency",None
6442,MESH:D020751,Substance-related disorder,Alcohol-Induced Disorders,Alcohol-Induced Disorder|Alcohol Induced Disorders
6443,MESH:C564393,Blood disease|Genetic disease (inborn),"Vitamin K-Dependent Clotting Factors, Combined Deficiency Of, Type 2",VKCFD2
6444,MESH:C573898,Congenital abnormality|Musculoskeletal disease,Triphalangeal Thumb,None
6445,OMIM:613811,Nervous system disease,"PONTOCEREBELLAR HYPOPLASIA, TYPE 2D","CEREBELLOCEREBRAL ATROPHY, PROGRESSIVE|PCCA|PCH2D"
6446,MESH:D046748,Pathology (process),"Hematoma, Epidural, Spinal","Epidural Hematoma, Spinal|Epidural Hematomas, Spinal|Epidural Hemorrhage, Spinal|Epidural Hemorrhages, Spinal|Hematoma, Spinal Epidural|Hematomas, Spinal Epidural|Hemorrhage, Spinal Epidural|Hemorrhages, Spinal Epidural|Spinal Epidural Hematoma|Spinal Epidural Hematomas|Spinal Epidural Hemorrhage|Spinal Epidural Hemorrhages"
6447,MESH:D011693,Blood disease|Pathology (process)|Signs and symptoms,Purpura,Petechiae|Purpuras
6448,MESH:D007589,Blood disease|Immune system disease,Job Syndrome,"Autosomal Dominant HIES|Autosomal Dominant HIESs|Autosomal Recessive HIES|Autosomal Recessive HIESs|Buckley Syndrome|Buckley Syndromes|HIES, Autosomal Dominant|HIES, Autosomal Recessive|HIESs, Autosomal Dominant|HIESs, Autosomal Recessive|HIE Syndrome|HIE Syndromes|Hyper IgE Recurrent Infection Syndrome, Autosomal Recessive|Hyper-IgE Recurrent Infection Syndrome, Autosomal Recessive|Hyper IgE Syndrome|Hyper-IgE Syndrome|Hyper IgE Syndrome, Autosomal Dominant|Hyper-IgE Syndrome, Autosomal Dominant|Hyper IgE Syndrome, Autosomal Recessive|Hyper-IgE Syndrome, Autosomal Recessive|Hyper-IgE Syndromes|Hyperimmunoglobulinemia E Syndrome|Hyperimmunoglobulinemia E Syndromes|Hyperimmunoglobulin E Recurrent Infection Syndrome|Hyperimmunoglobulin E-Recurrent Infection Syndrome|Hyperimmunoglobulin E, Recurrent Infection Syndrome|Hyper Immunoglobulin E Syndrome, Autosomal Dominant|Hyper-Immunoglobulin E Syndrome, Autosomal Dominant|Hyper Immunoglobulin E Syndrome, Autosomal Recessive|Hyper-Immunoglobulin E Syndrome, Autosomal Recessive|Job Buckley Syndrome|Job-Buckley Syndrome|Job-Buckley Syndromes|Job's Syndrome|Jobs Syndrome|Job Syndromes|Syndrome, Buckley|Syndrome, HIE|Syndrome, Hyper-IgE|Syndrome, Hyperimmunoglobulinemia E|Syndrome, Job|Syndrome, Job-Buckley|Syndrome, Job's|Syndromes, Buckley|Syndromes, HIE|Syndromes, Hyperimmunoglobulinemia E|Syndromes, Job|Syndromes, Job-Buckley"
6449,MESH:C567281,Blood disease|Genetic disease (inborn),Diamond-Blackfan Anemia 4,DBA4
6450,MESH:C536233,Congenital abnormality|Eye disease|Skin disease|Urogenital disease (female),Blepharophimosis syndrome type 1,"Blepharophimosis, ptosis, epicanthus inversus type 1|Blepharophimosis, ptosis, epicanthus inversus with ovarian failure"
6451,MESH:C564292,Congenital abnormality|Nervous system disease,"Heterotopia, Periventricular, Autosomal Recessive","ARPHM|HETEROTOPIA, PERIVENTRICULAR, AUTOSOMAL RECESSIVE|Periventricular Heterotopia with Microcephaly, Autosomal Recessive|Periventricular Nodular Heterotopia 2|PVNH2"
6452,MESH:D006505,Digestive system disease,Hepatitis,Hepatitides
6453,OMIM:616819,Congenital abnormality|Musculoskeletal disease|Nervous system disease|Pathology (anatomical condition)|Signs and symptoms,"CORPUS CALLOSUM, AGENESIS OF, WITH FACIAL ANOMALIES AND CEREBELLAR ATAXIA",BIRK-FLUSSER SYNDROME|CCAFCA
6454,MESH:C565991,Cancer|Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male),Wilms Tumor 3,WT3
6455,MESH:C566112,Genetic disease (inborn)|Musculoskeletal disease|Skin disease,Stiff Skin Syndrome,SSKS
6456,MESH:D052476,Metabolic disease,"Hypobetalipoproteinemia, Familial, Apolipoprotein B","Abetalipoproteinemia, Normotriglyceridemic, Steinbert Type|Apolipoprotein B Deficiencies|Apolipoprotein B Deficiency|Apolipoprotein B Deficiency Disease|Hypobetalipoproteinemia, Familial, Apo B"
6457,MESH:C564250,Ear-nose-throat disease|Nervous system disease|Signs and symptoms,"Deafness, Autosomal Dominant 49",DFNA49
6458,MESH:C535956,Congenital abnormality|Connective tissue disease|Genetic disease (inborn)|Skin disease,"Epidermolysis bullosa dystrophica, Pasini type","Albopapuloid dominant dystrophic EB|ALBOPAPULOID DOMINANT DYSTROPHIC EPIDERMOLYSIS BULLOSA;EBDD EPIDERMOLYSIS BULLOSA DYSTROPHICA WITH SUBCORNEAL CLEAVAGE, INCLUDED|DDEB|Dystrophic Epidermolysis Bullosa, Autosomal Dominant|EBDCT|EBDSC, INCLUDED|Epidermolysis Bullosa Dystrophica, Autosomal Dominant|EPIDERMOLYSIS BULLOSA DYSTROPHICA, COCKAYNE-TOURAINE TYPE|EPIDERMOLYSIS BULLOSA DYSTROPHICA, PASINI TYPE"
6459,MESH:D004415,Signs and symptoms,Dyspepsia,Dyspepsias|Indigestion|Indigestions
6460,MESH:D009207,Nervous system disease|Signs and symptoms,Myoclonus,"Action Myoclonus|Extremity Myoclonus, Lower|Extremity Myoclonus, Upper|Eyelid Myoclonus|Intention Myoclonus|Jerking, Myoclonic|Jerk, Myoclonic|Jerks, Myoclonic|Lower Extremity Myoclonus|Myoclonic Jerk|Myoclonic Jerking|Myoclonic Jerks|Myoclonus, Action|Myoclonus, Eyelid|Myoclonus, Intention|Myoclonus, Lower Extremity|Myoclonus, Nocturnal|Myoclonus, Oculopalatal|Myoclonus, Palatal|Myoclonus, Segmental|Myoclonus Simplex|Myoclonus, Sleep|Myoclonus, Upper Extremity|Nocturnal Myoclonus|Oculopalatal Myoclonus|Palatal Myoclonus|Polymyoclonus|Segmental Myoclonus|Simplex, Myoclonus|Sleep Myoclonus|Upper Extremity Myoclonus"
6461,MESH:D001941,Skin disease,Breast Diseases,"Breast Disease|Breast Disease, Endocrine|Breast Diseases, Endocrine|Disease, Breast|Disease, Endocrine Breast|Diseases, Breast|Diseases, Endocrine Breast|Endocrine Breast Disease|Endocrine Breast Diseases"
6462,MESH:C566601,Nervous system disease|Signs and symptoms,"Episodic Ataxia, Type 5",EA5
6463,MESH:D012170,Cardiovascular disease|Eye disease,Retinal Vein Occlusion,"Occlusion, Retinal Vein|Occlusions, Retinal Vein|Retinal Vein Occlusions|Retinal Vein Thromboses|Retinal Vein Thrombosis|Thromboses, Retinal Vein|Thrombosis, Retinal Vein|Vein Occlusion, Retinal|Vein Occlusions, Retinal|Vein Thromboses, Retinal|Vein Thrombosis, Retinal"
6464,MESH:C566921,Endocrine system disease|Urogenital disease (female),Premature Ovarian Failure 5,Pof5
6465,MESH:C567548,Congenital abnormality|Mouth disease|Musculoskeletal disease,Orofacial Cleft 12,"Cleft Lip with or without Cleft Palate, Nonsyndromic, 12|OFC12"
6466,MESH:C565384,Congenital abnormality|Musculoskeletal disease|Nervous system disease,"Microcephaly, Primary Autosomal Recessive, 1","MCPH1|MICROCEPHALY 1, PRIMARY, AUTOSOMAL RECESSIVE|PCC SYNDROME|Premature Chromosome Condensation Syndrome|Premature Chromosome Condensation with Microcephaly and Mental Retardation"
6467,MESH:D011475,Pathology (process),Prosthesis Failure,"Durabilities, Prosthesis|Durability, Prosthesis|Failure, Prosthesis|Failures, Prosthesis|Loosening, Prosthesis|Loosenings, Prosthesis|Migration, Prosthesis|Migrations, Prosthesis|Prosthesis Durabilities|Prosthesis Durability|Prosthesis Failures|Prosthesis Loosening|Prosthesis Loosenings|Prosthesis Migration|Prosthesis Migrations|Prosthesis Survival|Prosthesis Survivals|Survival, Prosthesis|Survivals, Prosthesis"
6468,MESH:C564010,Congenital abnormality|Genetic disease (inborn)|Musculoskeletal disease,Eiken Skeletal Dysplasia,Bone Modeling Defect of Hands and Feet|EIKEN SKELETAL DYSPLASIA|EIKEN SYNDROME
6469,OMIM:116400,Eye disease,CATARACT 41,"CATARACT 41, CONGENITAL NUCLEAR TYPE|CTRCT41"
6470,MESH:D017379,Cardiovascular disease|Pathology (anatomical condition),"Hypertrophy, Left Ventricular","Hypertrophies, Left Ventricular|Left Ventricular Hypertrophies|Left Ventricular Hypertrophy|Ventricular Hypertrophies, Left|Ventricular Hypertrophy, Left"
6471,MESH:C562941,Congenital abnormality|Musculoskeletal disease,Telecanthus,None
6472,MESH:C536531,Congenital abnormality|Genetic disease (inborn)|Musculoskeletal disease,Orofaciodigital syndrome 6,"OFD6|OFDS VI|Oral-facial-digital syndrome, type 6|Oral-Facial-Digital Syndrome, Type VI|Orofaciodigital Syndrome VI|Polydactyly, Cleft Lip-Palate or Lingual Lump, and Psychomotor Retardation|POLYDACTYLY, CLEFT LIP/PALATE OR LINGUAL LUMP, AND PSYCHOMOTOR RETARDATION|Varadi Papp syndrome|Varadi-Papp Syndrome|Varadi Syndrome"
6473,MESH:C566474,Eye disease|Genetic disease (inborn),"Night Blindness, Congenital Stationary, Autosomal Dominant 1","CSNBAD1|Night Blindness, Congenital Stationary, Rhodopsin-Related"
6474,MESH:C563560,Genetic disease (inborn)|Nervous system disease,"Spinal Muscular Atrophy, Childhood, Proximal, Autosomal Dominant","Kugelberg-Welander Syndrome, Autosomal Dominant|Spinal Muscular Atrophy, Juvenile, Proximal, Autosomal Dominant"
6475,MESH:D001763,Eye disease,Blepharoptosis,"Blepharoptoses|Eyelid Ptoses|Eyelid Ptosis|Ptoses, Eyelid|Ptosis, Eyelid"
6476,OMIM:614879,Genetic disease (inborn)|Metabolic disease,PEROXISOME BIOGENESIS DISORDER 9B,"CG11, INCLUDED|CGR, INCLUDED|PBD9B|PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP R, INCLUDED|PEROXISOME BIOGENESIS DISORDER, PEX7-RELATED, ATYPICAL PEROXISOME BIOGENESIS DISORDER, COMPLEMENTATION GROUP 11, INCLUDED|REFSUM DISEASE, ADULT, 2"
6477,MESH:C567287,Congenital abnormality|Ear-nose-throat disease|Genetic disease (inborn)|Respiratory tract disease,"Ciliary Dyskinesia, Primary, 10","CILD10|CILIARY DYSKINESIA, PRIMARY, 10, WITH OR WITHOUT SITUS INVERSUS"
6478,MESH:D000652,Infant-newborn disease,Amniotic Band Syndrome,"Amniotic Band|Amniotic Bands|Amputation, Intrauterine|Amputations, Intrauterine|Annular Groove|Annular Grooves|Band, Amniotic|Bands, Amniotic|Constriction, Intrauterine Ring|Constrictions, Intrauterine Ring|Groove, Annular|Grooves, Annular|Intrauterine Amputation|Intrauterine Amputations|Intrauterine Ring Constriction|Intrauterine Ring Constrictions|Ring Constriction, Intrauterine|Ring Constrictions, Intrauterine|Streeter Syndrome|Syndrome, Amniotic Band|Syndrome, Streeter"
6479,MESH:D009402,Urogenital disease (female)|Urogenital disease (male),"Nephrosis, Lipoid","Change Diseases, Minimal|Disease, Minimal Change|Diseases, Minimal Change|Glomerulonephritides, Minimal Change|Glomerulonephritis, Minimal Change|Glomerulopathies, Minimal Change|Glomerulopathy, Minimal Change|Idiopathic Minimal Change Nephrotic Syndrome|Lipoid Nephroses|Lipoid Nephrosis|Minimal Change Disease|Minimal Change Diseases|Minimal Change Glomerulonephritides|Minimal Change Glomerulonephritis|Minimal Change Glomerulopathy|Minimal Change Nephropathies|Minimal Change Nephropathy|Minimal Change Nephrotic Syndrome|Nephropathies, Minimal Change|Nephropathy, Minimal Change|Nephroses, Lipoid|Nephrotic Syndrome, Minimal Change"
6480,MESH:C536426,Congenital abnormality|Genetic disease (inborn)|Mouth disease|Musculoskeletal disease,Cleft palate X-linked,"CLEFT PALATE WITH OR WITHOUT ANKYLOGLOSSIA, X-LINKED|Cleft Palate, X-Linked|CPX|X-linked cleft palate"
6481,MESH:D007855,None,Lead Poisoning,"Lead Poisonings|Poisoning, Lead|Poisonings, Lead"
6482,MESH:C536489,Congenital abnormality|Ear-nose-throat disease|Eye disease|Genetic disease (inborn)|Nervous system disease|Signs and symptoms,"Usher syndrome, type 1F","USH1F|USHER SYNDROME, TYPE IF"
6483,MESH:D003681,Metabolic disease|Pathology (process),Dehydration,"Stress, Water|Water Stress"
6484,MESH:C563142,Genetic disease (inborn)|Nervous system disease,"Mental Retardation, X-Linked 20",MRX20
6485,OMIM:614869,Congenital abnormality|Ear-nose-throat disease|Eye disease|Genetic disease (inborn)|Nervous system disease|Signs and symptoms,"USHER SYNDROME, TYPE IJ",USH1J
6486,MESH:C565697,Eye disease,Leber Congenital Amaurosis 12,LCA12
6487,OMIM:615770,Cardiovascular disease|Pathology (process),"ATRIAL FIBRILLATION, FAMILIAL, 15",ATFB15
6488,MESH:C536203,Congenital abnormality|Genetic disease (inborn)|Nervous system disease|Pathology (process)|Skin disease,Elejalde Disease,Melanolysosomal neurocutaneous syndrome|Neuroectodermal melanolysosomal disease|Neuro-ectodermal melanolysosomal syndrome
6489,MESH:C566869,Eye disease|Genetic disease (inborn),"Night Blindness, Congenital Stationary, Autosomal Dominant 2","CSNBAD2|Night Blindness, Congenital Stationary, Rambusch Type"
6490,MESH:D003728,Mouth disease|Pathology (anatomical condition),Dental Calculus,"Calculus, Dental|Tartar"
6491,MESH:D009456,Cancer|Genetic disease (inborn)|Nervous system disease,Neurofibromatosis 1,"Cafe au Lait Spots with Pulmonic Stenosis|Cafe-au-Lait Spots with Pulmonic Stenosis|Molluscum Fibrosum|Neurofibromatoses, Peripheral|Neurofibromatoses, Type I|Neurofibromatosis I|Neurofibromatosis, Peripheral|Neurofibromatosis, Peripheral, NF1|Neurofibromatosis, Peripheral, NF 1|Neurofibromatosis, Peripheral Type|Neurofibromatosis Type 1|Neurofibromatosis, Type 1|Neurofibromatosis Type I|Neurofibromatosis, Type I|NF1|NF1 (Neurofibromatosis 1)|Peripheral Neurofibromatoses|Peripheral Neurofibromatosis|Pulmonic Stenosis with Cafe au Lait Spots|Pulmonic Stenosis with Cafe-au-Lait Spots|Recklinghausen Disease, Nerve|Recklinghausen Disease of Nerve|Recklinghausen's Disease of Nerve|Recklinghausens Disease of Nerve|Syndrome, Watson|Type 1 Neurofibromatosis|Type 1, Neurofibromatosis|Type I Neurofibromatoses|Type I, Neurofibromatosis|von Recklinghausen Disease|von Recklinghausen's Disease|von Recklinghausens Disease|Watson Syndrome"
6492,MESH:D024741,Cardiovascular disease|Genetic disease (inborn),"Cardiomyopathy, Hypertrophic, Familial","Asymmetric Septal Hypertrophy, Familial|Cardiomyopathies, Familial Hypertrophic|Cardiomyopathy, Familial Hypertrophic|Familial Hypertrophic Cardiomyopathies|Familial Hypertrophic Cardiomyopathy|Familial Ventricular Hypertrophies|Familial Ventricular Hypertrophy|Hereditary Ventricular Hypertrophies|Hereditary Ventricular Hypertrophy|Hypertrophic Cardiomyopathies, Familial|Hypertrophic Cardiomyopathy, Familial|Hypertrophic Subaortic Stenosis, Idiopathic|Hypertrophies, Hereditary Ventricular|Hypertrophy, Familial Ventricular|Hypertrophy, Hereditary Ventricular|Obstructive Asymmetric Septal Hypertrophy|Ventricular Hypertrophies, Familial|Ventricular Hypertrophies, Hereditary|Ventricular Hypertrophy, Familial|Ventricular Hypertrophy, Hereditary"
6493,MESH:C538212,Genetic disease (inborn)|Urogenital disease (female)|Urogenital disease (male),Dent disease 1,"Nephrolithiasis 2|Nephrolithiasis, hypercalciuria, x-linked|Nephrolithiasis, Hypercalciuric, X-Linked|Nphl2|Urolithiasis, Hypercalciuric, X-Linked"
6494,MESH:D010900,Endocrine system disease|Nervous system disease,Pituitary Diseases,"Adenohypophyseal Disease|Adenohypophyseal Diseases|Anterior Pituitary Disease|Anterior Pituitary Diseases|Disease, Adenohypophyseal|Disease, Anterior Pituitary|Disease, Neurohypophyseal|Disease, Pituitary|Disease, Pituitary Gland|Disease, Posterior Pituitary|Diseases, Adenohypophyseal|Diseases, Anterior Pituitary|Diseases, Neurohypophyseal|Diseases, Pituitary|Diseases, Pituitary Gland|Diseases, Posterior Pituitary|Disorder, Hypophyseal|Disorder, Pituitary|Disorders, Hypophyseal|Disorders, Pituitary|Hypophyseal Disorder|Hypophyseal Disorders|Neurohypophyseal Disease|Neurohypophyseal Diseases|Pituitary Disease|Pituitary Disease, Anterior|Pituitary Disease, Posterior|Pituitary Diseases, Anterior|Pituitary Diseases, Posterior|Pituitary Disorder|Pituitary Disorders|Pituitary Gland Disease|Pituitary Gland Diseases|Posterior Pituitary Disease|Posterior Pituitary Diseases"
6495,OMIM:614487,Eye disease|Genetic disease (inborn)|Mental disorder|Musculoskeletal disease|Nervous system disease|Signs and symptoms,"SPASTIC ATAXIA 5, AUTOSOMAL RECESSIVE",SPAX5
6496,MESH:C535347,Congenital abnormality|Mouth disease|Musculoskeletal disease,Catel Manzke syndrome,"Catel-Manzke Syndrome|Hyperphalangy-clinodactyly of index finger with Pierre Robin syndrome|Index Finger Anomaly With Pierre Robin Syndrome|Palatodigital syndrome, Catel-Manzke type|Pierre Robin syndrome with hyperphalangy and clinodactyly"
6497,MESH:C567509,Cardiovascular disease|Genetic disease (inborn),Brugada Syndrome 3,BRGDA3
6498,MESH:C566903,Nervous system disease,"Epilepsy, Familial Mesial Temporal Lobe",None
6499,MESH:C537022,Eye disease,"Keratitis, hereditary",Dominantly inherited keratitis
6500,MESH:D015817,Bacterial infection or mycosis|Eye disease,Eye Infections,"Eye Infection|Infection, Eye|Infection, Ocular|Infections, Eye|Infections, Ocular|Ocular Infection|Ocular Infections"
6501,MESH:D015477,Blood disease|Cancer,"Leukemia, Myelomonocytic, Chronic","Chronic Myelomonocytic Leukemia|Chronic Myelomonocytic Leukemias|Leukemia, Chronic Myelomonocytic|Leukemias, Chronic Myelomonocytic|Myelomonocytic Leukemia, Chronic|Myelomonocytic Leukemias, Chronic"
6502,MESH:D011026,Cardiovascular disease,Pneumopericardium,Pneumopericardiums
6503,MESH:D019965,Mental disorder,Neurocognitive Disorders,"Clerambault Syndrome|Delirium, Dementia, Amnestic, Cognitive Disorders|Disorder, Neurocognitive|Disorders, Neurocognitive|Disorders, Organic Mental|Kandinsky Syndrome|Mental Disorder, Organic|Mental Disorders, Organic|Neurocognitive Disorder|Nonpsychotic Organic Brain Syndrome|Organic Brain Syndrome, Nonpsychotic|Organic Mental Disorder|Organic Mental Disorders|Organic Mental Disorders, Psychotic|Psychoses, Traumatic|Traumatic Psychoses"
6504,MESH:C566925,Cardiovascular disease|Congenital abnormality,"Arrhythmogenic Right Ventricular Dysplasia, Familial, 12",Arrhythmogenic Right Ventricular Cardiomyopathy 12|ARVC12|ARVD12
6505,MESH:D016884,Endocrine system disease|Immune system disease,"Polyendocrinopathies, Autoimmune","AIRE Deficiencies|AIRE Deficiency|APECED|APS Type 1|Autoimmune Polyendocrine Syndrome, Type 2|Autoimmune Polyendocrine Syndrome, Type II|Autoimmune Polyendocrinopathy|Autoimmune Polyendocrinopathy Candidiasis Ectodermal Dystrophy|Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy|Autoimmune Polyendocrinopathy-Candidiasis-Ectodermal-Dystrophy|Autoimmune Polyendocrinopathy Syndrome Type 1|Autoimmune Polyendocrinopathy with Candidiasis and Ectodermal Dystrophy|Autoimmune Polyglandular Syndrome, Type 1|Autoimmune Polyglandular Syndrome, Type 3|Autoimmune Polyglandular Syndrome Type I|Autoimmune Polyglandular Syndrome, Type I|Autoimmune Polyglandular Syndrome Type II|Autoimmune Polyglandular Syndrome Type III|Autoimmune Syndrome Type III, Polyglandular|Autoimmune Syndrome Type II, Polyglandular|Autoimmune Syndrome Type I, Polyglandular|Deficiency, AIRE|Diabetes Mellitus, Addison Disease, Myxedema|Diabetes Mellitus, Addison's Disease, Myxedema|Multiple Endocrine Deficiency Syndrome, Type 2|Polyendocrine Autoimmune Syndrome, Type II|Polyendocrinopathy, Autoimmune|Polyendocrinopathy Candidiasis Ectodermal Dystrophy, Autoimmune|Polyendocrinopathy-Candidiasis-Ectodermal Dystrophy, Autoimmune|Polyendocrinopathy-Candidiasis-Ectodermal-Dystrophy, Autoimmune|Polyglandular Autoimmune Syndrome, Type 1|Polyglandular Autoimmune Syndrome, Type 2|Polyglandular Autoimmune Syndrome, Type 3|Polyglandular Autoimmune Syndrome, Type I|Polyglandular Deficiency Syndrome, Type 2|Polyglandular Type I Autoimmune Syndrome|Polyglandular Type II Autoimmune Syndrome|Polyglandular Type III Autoimmune Syndrome|Schmidt's Syndrome|Schmidt Syndrome|Syndrome, Schmidt|Syndrome, Schmidt's"
6506,MESH:C563697,Congenital abnormality|Nervous system disease|Pathology (anatomical condition),Parietal Foramina 3,PFM3
6507,OMIM:193520,Cancer|Cardiovascular disease|Genetic disease (inborn)|Nervous system disease|Signs and symptoms|Skin disease,WATSON SYNDROME,CAFE-AU-LAIT SPOTS WITH PULMONIC STENOSIS|PULMONIC STENOSIS WITH CAFE-AU-LAIT SPOTS|WTSN
6508,MESH:C562718,Genetic disease (inborn)|Metabolic disease,Glycogen Storage Disease XII,"ALDOA Deficiency|Aldolase A Deficiency|Aldolase Deficiency, Red Cell|GSD12|GSD XII|Red Cell Aldolase Deficiency"
6509,MESH:C567379,Immune system disease,MYD88 Deficiency,"MYD88D|Pyogenic Bacterial Infections, Recurrent, Due To MYD88 Deficiency|Recurrent Pyogenic Bacterial Infections Due To MYD88 Deficiency"
